customerId,amountTotal,salesTotal,annualTotal,monthlyTotalProduct1,monthlyTotalProduct2,extraItemsTotal,monthsSinceStarted,avgDaysToPay,creditedAmount,isCancelled,hasProduct1,hasProduct2,hasProduct3,hasProduct4,hasProduct5,hasProduct6,hasProduct7,hasProduct8,hasProduct9,hasProduct10,hasProduct11,hasProduct12,administrativeArea,subCountryArea,country,firstInvoiceDate
30941,9418.02,650,4231.5,0,2786.52,1750,104,34,288.28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,DERBYSHIRE,East Midlands,United Kingdom,30/11/2009
30936,6132.97,755,1439,0,2888.97,1050,87,47,794.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,ROTHERHAM,North West,United Kingdom,11/04/2011
30931,9531.13,195,1365,0,7971.13,0,92,59,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ROTHERHAM,North West,United Kingdom,08/11/2010
30912,3772.06,585,1410,0,727.06,1050,80,59,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SHEFFIELD,North West,United Kingdom,17/11/2011
30906,3961.35,535,1374,0,102.35,1950,64,58,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SHEFFIELD,North West,United Kingdom,05/03/2013
30904,3100.66,538,1128,0,34.66,1400,80,59,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SHEFFIELD,North West,United Kingdom,30/11/2011
30866,599.12,289,277,0,33.12,0,21,73,106.8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,POWYS,Wales,United Kingdom,20/10/2016
30845,1950.2,352,470,0,1128.2,0,48,100,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,POWYS,Wales,United Kingdom,19/03/2013
30819,499,499,0,0,0,0,15,28,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,ANGUS,Scotland,United Kingdom,21/04/2017
30751,1768,824,944,0,0,0,51,350,564,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,STOKE-ON-TRENT,West Midlands,United Kingdom,30/11/2013
30747,5358.72,388,1128,0,3842.72,0,75,50,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STOKE-ON-TRENT,West Midlands,United Kingdom,24/04/2012
30731,1177.25,440.3,736.95,0,0,0,38,119,233.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,STOKE-ON-TRENT,West Midlands,United Kingdom,22/05/2015
30727,364,364,0,0,0,0,10,35,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,STOKE-ON-TRENT,West Midlands,United Kingdom,15/09/2017
30712,2204.46,120,840,0,1244.46,0,84,58,144,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAFFORDSHIRE,West Midlands,United Kingdom,02/11/2010
30711,4564.17,280,480,0,3104.17,700,60,68,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAFFORDSHIRE,West Midlands,United Kingdom,15/06/2011
30708,6161.5,376,5609,0,176.5,0,103,68,301.15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,STAFFORDSHIRE,West Midlands,United Kingdom,14/12/2009
30705,2886.68,195,1560,0,1131.68,0,104,24,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAFFORDSHIRE,West Midlands,United Kingdom,30/11/2009
30677,1123.31,196,312,0,615.31,0,86,23,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,STAFFORDSHIRE,West Midlands,United Kingdom,11/05/2011
30641,2721.34,748,1498,0,475.34,0,18,81,1714.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,STAFFORDSHIRE,West Midlands,United Kingdom,01/01/2017
30637,1350.44,545,595,0,210.44,0,17,38,420.88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,STAFFORDSHIRE,West Midlands,United Kingdom,06/02/2017
30624,4120.83,195,390,0,3535.83,0,36,60,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LEICESTERSHIRE,East Midlands,United Kingdom,10/12/2013
30622,3577.08,390,2730,0,457.08,0,84,63,468,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DERBYSHIRE,East Midlands,United Kingdom,30/09/2010
30619,398,199,199,0,0,0,26,164,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,DERBYSHIRE,East Midlands,United Kingdom,25/11/2016
30615,2078.79,195,1560,0,323.79,0,104,124,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WARWICKSHIRE,West Midlands,United Kingdom,30/11/2009
30614,3247.31,349,2547,63.14,288.17,0,106,68,14.93,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WARWICKSHIRE,West Midlands,United Kingdom,30/09/2009
30610,845,169,676,0,0,0,49,58,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,STAFFORDSHIRE,West Midlands,United Kingdom,30/06/2014
30603,1702.63,235,569,0,898.63,0,31,46,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BARNSLEY,North West,United Kingdom,18/12/2015
30601,690,345,345,0,0,0,24,435,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,BARNSLEY,North West,United Kingdom,16/06/2014
30596,3855.74,0,2360,0,1495.74,0,102,29,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,BARNSLEY,North West,United Kingdom,19/01/2010
30589,4589.51,495,3960,0,134.51,0,104,35,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,BARNSLEY,North West,United Kingdom,30/11/2009
30588,2289.56,455,1092,0,742.56,0,56,53,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,BARNSLEY,North West,United Kingdom,20/11/2013
30587,2446.56,0,1180,0,1266.56,0,60,53,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,BARNSLEY,North West,United Kingdom,20/01/2010
30581,1090,545,545,0,0,0,23,125,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DONCASTER,North West,United Kingdom,01/04/2016
30550,2541,525,1316,0,0,700,85,28,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ROTHERHAM,North West,United Kingdom,27/06/2011
30542,9286.6,0,2459,0,6827.6,0,109,35,118.8,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DONCASTER,North West,United Kingdom,31/01/2010
30541,1963.63,156,624,0,1183.63,0,60,33,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DONCASTER,North West,United Kingdom,21/07/2010
30540,1529.16,1024.5,0,0,504.66,0,15,47,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,DONCASTER,North West,United Kingdom,24/04/2017
30538,597,199,398,0,0,0,30,92,238.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,DONCASTER,North West,United Kingdom,27/11/2013
30526,398,199,199,0,0,0,26,53,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NORTH LINCOLNSHIRE,Yorkshire and the Humber,United Kingdom,12/05/2016
30513,10385.14,0,2037,0,8348.14,0,96,33,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DONCASTER,North West,United Kingdom,25/03/2010
30511,747,249,498,0,0,0,24,33,298.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,DONCASTER,North West,United Kingdom,30/11/2015
30510,1433.69,0,585,0,368.69,480,54,123,8.4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DONCASTER,North West,United Kingdom,13/01/2014
30507,2213.05,534,1661,0,18.05,0,84,90,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,DONCASTER,North West,United Kingdom,19/07/2011
